"date","code","delta","value"
2009-04-18,RUB,-2568.7,50360.179999999906
2009-04-19,RUB,-469.3,49890.8799999999
2009-04-20,RUB,-900,48990.8799999999
2009-04-21,RUB,-70,48920.8799999999
2009-04-22,RUB,-510,48410.8799999999
2009-04-23,RUB,-1000,47410.8799999999
2009-04-24,RUB,34295,81705.8799999999
2009-04-25,RUB,-68369.64,13336.239999999903
2009-04-26,RUB,2865,16201.239999999903
2009-04-27,RUB,-605,15596.239999999903
2009-04-28,USD,123.14,2167.51
2009-04-28,RUB,-6214.61,9381.629999999903
2009-04-29,RUB,-850,8531.629999999903
2009-04-30,RUB,9049,17580.629999999903
2009-05-01,RUB,39613,57193.6299999999
2009-05-02,RUB,-4221.78,52971.849999999904
2009-05-03,RUB,-700,52271.849999999904
2009-05-04,RUB,-10093.63,42178.21999999991
2009-05-05,EUR,200,2189.9700000000003
2009-05-05,RUB,-9065.5,33112.71999999991
2009-05-06,USD,-838,1329.5100000000002
2009-05-06,RUB,26983.1,60095.819999999905
2009-05-07,RUB,-27130,32965.819999999905
2009-05-08,RUB,-3760,29205.819999999905
2009-05-09,RUB,-2898.24,26307.579999999907
2009-05-10,RUB,-4876.94,21430.63999999991
2009-05-11,RUB,-1605,19825.63999999991
2009-05-12,RUB,-4380,15445.639999999908
2009-05-13,RUB,-936,14509.639999999908
2009-05-14,RUB,4557.15,19066.789999999906
2009-05-15,RUB,37645,56711.789999999906
2009-05-16,RUB,-8348.25,48363.539999999906
2009-05-17,RUB,-6348.41,42015.1299999999
2009-05-18,RUB,-460,41555.1299999999
2009-05-19,RUB,-2578.36,38976.7699999999
2009-05-20,RUB,-2330.2,36646.569999999905
2009-05-21,RUB,-410,36236.569999999905
2009-05-22,RUB,-830,35406.569999999905
2009-05-23,RUB,-70,35336.569999999905
2009-05-24,RUB,-10217.11,25119.459999999905
2009-05-25,RUB,-114,25005.459999999905
2009-05-26,RUB,-216,24789.459999999905
2009-05-27,RUB,-5455,19334.459999999905
2009-05-28,RUB,-1340,17994.459999999905
2009-05-29,RUB,43267.64,61262.099999999904
2009-05-30,RUB,-8024.2,53237.89999999991
2009-05-31,RUB,-40325,12912.899999999907
2009-06-01,RUB,-511.43,12401.469999999907
2009-06-02,RUB,2956,15357.469999999907
2009-06-03,RUB,-1091,14266.469999999907
2009-06-04,RUB,-1455,12811.469999999907
2009-06-05,RUB,-340,12471.469999999907
2009-06-06,RUB,-4755,7716.469999999907
2009-06-08,RUB,-1068,6648.469999999907
2009-06-09,RUB,17615,24263.469999999907
2009-06-10,RUB,-340,23923.469999999907
2009-06-11,RUB,-1799,22124.469999999907
2009-06-12,RUB,-200,21924.469999999907
2009-06-14,USD,320,1649.5100000000002
2009-06-14,RUB,-14576,7348.469999999907
2009-06-15,USD,-58,1591.5100000000002
2009-06-15,RUB,33900,41248.46999999991
2009-06-16,USD,-76,1515.5100000000002
2009-06-17,USD,-10,1505.5100000000002
2009-06-18,USD,-45,1460.5100000000002
2009-06-18,RUB,-2134,39114.46999999991
2009-06-19,RUB,-1862,37252.46999999991
2009-06-21,RUB,-64,37188.46999999991
2009-06-22,RUB,20770,57958.46999999991
2009-06-23,RUB,-1545,56413.46999999991
2009-06-24,RUB,-7595,48818.46999999991
2009-06-26,RUB,-1470,47348.46999999991
2009-06-27,RUB,-690,46658.46999999991
2009-06-28,RUB,-3670,42988.46999999991
2009-06-29,RUB,-3631,39357.46999999991
2009-06-30,RUB,-1850,37507.46999999991
2009-07-01,RUB,-5010,32497.469999999907
2009-07-02,RUB,-7808.27,24689.199999999906
2009-07-03,RUB,-1050,23639.199999999906
2009-07-04,RUB,-150,23489.199999999906
2009-07-05,RUB,-3638,19851.199999999906
2009-07-06,RUB,-899,18952.199999999906
2009-07-07,RUB,-970,17982.199999999906
2009-07-08,RUB,130,18112.199999999906
2009-07-09,RUB,-640,17472.199999999906
2009-07-10,RUB,-1718,15754.199999999906
2009-07-11,RUB,-2645,13109.199999999906
2009-07-12,RUB,-2025,11084.199999999906
2009-07-13,RUB,-640,10444.199999999906
2009-07-14,RUB,-580,9864.199999999906
2009-07-15,RUB,34580,44444.19999999991
2009-07-16,RUB,-505,43939.19999999991
2009-07-17,RUB,-1422,42517.19999999991
2009-07-19,RUB,-3100,39417.19999999991
2009-07-20,RUB,7580,46997.19999999991
2009-07-21,RUB,-1968,45029.19999999991
2009-07-22,RUB,-4850,40179.19999999991
2009-07-23,RUB,-8495,31684.19999999991
2009-07-24,RUB,-210,31474.19999999991
2009-07-25,RUB,-3870,27604.19999999991
2009-07-26,RUB,-1940,25664.19999999991
2009-07-27,RUB,-1210,24454.19999999991
2009-07-28,RUB,-755,23699.19999999991
2009-07-29,RUB,-810,22889.19999999991
2009-07-30,RUB,-875,22014.19999999991
2009-07-31,RUB,39265,61279.19999999991
2009-08-01,RUB,-5365,55914.19999999991
2009-08-02,RUB,-5086,50828.19999999991
2009-08-03,RUB,-1700,49128.19999999991
2009-08-04,RUB,-3485,45643.19999999991
2009-08-05,RUB,-950,44693.19999999991
2009-08-06,RUB,-760,43933.19999999991
2009-08-07,RUB,-436,43497.19999999991
2009-08-08,RUB,-1566,41931.19999999991
2009-08-09,RUB,-5075,36856.19999999991
2009-08-10,RUB,-1687,35169.19999999991
2009-08-11,RUB,-14275,20894.19999999991
2009-08-12,RUB,7425,28319.19999999991
2009-08-13,RUB,-3050,25269.19999999991
2009-08-14,RUB,-410,24859.19999999991
2009-08-15,RUB,-185,24674.19999999991
2009-08-16,RUB,-4009.49,20664.70999999991
2009-08-17,EUR,100.88,2290.8500000000004
2009-08-17,RUB,25199.5,45864.20999999991
2009-08-18,RUB,-340,45524.20999999991
2009-08-19,RUB,-490,45034.20999999991
2009-08-20,RUB,-85,44949.20999999991
2009-08-21,RUB,-2766,42183.20999999991
2009-08-22,RUB,-6430,35753.20999999991
2009-08-23,RUB,-1184,34569.20999999991
2009-08-24,USD,15.47,1475.9800000000002
2009-08-24,EUR,341.9,2632.7500000000005
2009-08-24,RUB,-14417,20152.20999999991
2009-08-25,RUB,-1135,19017.20999999991
2009-08-26,RUB,-110,18907.20999999991
2009-08-27,RUB,-155,18752.20999999991
2009-08-28,RUB,-766,17986.20999999991
2009-08-29,RUB,-2082.9,15903.309999999912
2009-08-30,RUB,-3828,12075.309999999912
2009-08-31,RUB,-767,11308.309999999912
2009-09-01,RUB,37635,48943.30999999991
2009-09-02,RUB,-2041,46902.30999999991
2009-09-03,RUB,-875,46027.30999999991
2009-09-04,RUB,-5686,40341.30999999991
2009-09-05,RUB,-2065,38276.30999999991
2009-09-06,RUB,-2777,35499.30999999991
2009-09-07,RUB,-1070,34429.30999999991
2009-09-08,RUB,-1610,32819.30999999991
2009-09-09,RUB,-1524,31295.30999999991
2009-09-10,RUB,-835,30460.30999999991
2009-09-11,RUB,-565,29895.30999999991
2009-09-12,RUB,-749,29146.30999999991
2009-09-13,RUB,-1083,28063.30999999991
2009-09-14,RUB,-820,27243.30999999991
2009-09-15,RUB,35119,62362.30999999991
2009-09-16,RUB,7724,70086.30999999991
2009-09-17,RUB,-975,69111.30999999991
2009-09-18,RUB,-936,68175.30999999991
2009-09-19,RUB,-5922,62253.30999999991
2009-09-20,RUB,-831,61422.30999999991
2009-09-21,RUB,-1141,60281.30999999991
2009-09-22,RUB,-730,59551.30999999991
2009-09-23,RUB,-682,58869.30999999991
2009-09-24,RUB,-996,57873.30999999991
2009-09-25,RUB,-1107,56766.30999999991
2009-09-26,RUB,-5698,51068.30999999991
2009-09-27,USD,5.31,1481.2900000000002
2009-09-27,EUR,140.41,2773.1600000000003
2009-09-27,RUB,-8464.05,42604.25999999991
2009-09-28,RUB,-330,42274.25999999991
2009-09-29,RUB,-731,41543.25999999991
2009-09-30,RUB,-4953,36590.25999999991
2009-10-01,RUB,28420,65010.25999999991
2009-10-02,RUB,1772,66782.25999999991
2009-10-03,RUB,946,67728.25999999991
2009-10-04,RUB,-3614,64114.25999999991
2009-10-05,RUB,-1200,62914.25999999991
2009-10-06,RUB,-600,62314.25999999991
2009-10-07,RUB,-1860,60454.25999999991
2009-10-08,RUB,-465,59989.25999999991
2009-10-09,RUB,-1175,58814.25999999991
2009-10-10,RUB,-6203,52611.25999999991
2009-10-11,RUB,-575,52036.25999999991
2009-10-12,RUB,-490,51546.25999999991
2009-10-13,USD,5.33,1486.6200000000001
2009-10-13,EUR,14.11,2787.2700000000004
2009-10-13,RUB,-495,51051.25999999991
2009-10-14,RUB,2524,53575.25999999991
2009-10-15,RUB,42736,96311.25999999991
2009-10-16,RUB,-855,95456.25999999991
2009-10-17,USD,280,1766.6200000000001
2009-10-17,EUR,1000,3787.2700000000004
2009-10-17,RUB,-58999,36457.25999999991
2009-10-18,RUB,-5370,31087.259999999907
2009-10-19,RUB,-1161,29926.259999999907
2009-10-20,RUB,-5627,24299.259999999907
2009-10-21,RUB,-862,23437.259999999907
2009-10-22,RUB,-380,23057.259999999907
2009-10-23,RUB,-820,22237.259999999907
2009-10-24,RUB,-3794,18443.259999999907
2009-10-25,RUB,-4670,13773.259999999907
2009-10-26,RUB,-3040,10733.259999999907
2009-10-27,RUB,-2340,8393.259999999907
2009-10-28,RUB,-565,7828.259999999907
2009-10-29,RUB,-775,7053.259999999907
2009-10-30,RUB,-1376,5677.259999999907
2009-10-31,RUB,40962,46639.25999999991
2009-11-01,RUB,-772,45867.25999999991
2009-11-02,RUB,-1950,43917.25999999991
2009-11-03,RUB,-1717,42200.25999999991
2009-11-04,RUB,-7949,34251.25999999991
2009-11-05,RUB,-8345,25906.259999999907
2009-11-06,RUB,-3053,22853.259999999907
2009-11-07,RUB,-3490,19363.259999999907
2009-11-08,RUB,-912,18451.259999999907
2009-11-09,RUB,-1244,17207.259999999907
2009-11-10,RUB,-850,16357.259999999907
2009-11-11,RUB,-1105,15252.259999999907
2009-11-12,RUB,-400,14852.259999999907
2009-11-13,RUB,6575,21427.259999999907
2009-11-14,RUB,38090,59517.25999999991
2009-11-15,RUB,-2210,57307.25999999991
2009-11-16,RUB,-1487,55820.25999999991
2009-11-17,RUB,-565,55255.25999999991
2009-11-18,RUB,-710,54545.25999999991
2009-11-19,RUB,-1180,53365.25999999991
2009-11-20,RUB,-7783,45582.25999999991
2009-11-21,RUB,-1600,43982.25999999991
2009-11-22,RUB,-400,43582.25999999991
2009-11-23,RUB,-4700,38882.25999999991
2009-11-24,RUB,-670,38212.25999999991
2009-11-25,RUB,-1020,37192.25999999991
2009-11-26,RUB,-1455,35737.25999999991
2009-11-27,RUB,-2695,33042.25999999991
2009-11-28,RUB,-15067,17975.259999999907
2009-11-29,RUB,-5594,12381.259999999907
2009-11-30,RUB,-674,11707.259999999907
2009-12-01,RUB,47410,59117.25999999991
2009-12-02,RUB,16365,75482.25999999991
2009-12-03,RUB,-875,74607.25999999991
2009-12-04,USD,12.05,1778.67
2009-12-04,EUR,17.09,3804.3600000000006
2009-12-04,RUB,-210,74397.25999999991
2009-12-05,RUB,-6670,67727.25999999991
2009-12-06,RUB,-3011,64716.25999999991
2009-12-07,RUB,-1205,63511.25999999991
2009-12-08,RUB,-1783,61728.25999999991
2009-12-09,RUB,-470,61258.25999999991
2009-12-10,RUB,-1061,60197.25999999991
2009-12-11,RUB,-690,59507.25999999991
2009-12-12,RUB,-21260.52,38246.7399999999
2009-12-13,RUB,-4455,33791.7399999999
2009-12-14,RUB,-875,32916.7399999999
2009-12-15,RUB,43110,76026.7399999999
2009-12-16,RUB,-370,75656.7399999999
2009-12-17,RUB,-510,75146.7399999999
2009-12-18,RUB,-3320,71826.7399999999
2009-12-19,RUB,-6682,65144.7399999999
2009-12-20,RUB,-1708.3,63436.4399999999
2009-12-21,RUB,-415,63021.4399999999
2009-12-22,RUB,-2840,60181.4399999999
2009-12-23,RUB,-920,59261.4399999999
2009-12-24,RUB,-2795,56466.4399999999
2009-12-25,RUB,41445,97911.4399999999
2009-12-26,RUB,-4027,93884.4399999999
2009-12-27,RUB,-5106,88778.4399999999
2009-12-28,RUB,7336,96114.4399999999
2009-12-29,USD,336.3,2114.9700000000003
2009-12-29,EUR,5.07,3809.4300000000007
2009-12-29,RUB,-20326.5,75787.9399999999
2009-12-30,RUB,-18273,57514.9399999999
2009-12-31,RUB,-18067.5,39447.4399999999
2010-01-01,RUB,-600,38847.4399999999
2010-01-02,RUB,-2200,36647.4399999999
2010-01-03,RUB,-2363,34284.4399999999
2010-01-04,RUB,-8469,25815.4399999999
2010-01-05,RUB,-1792,24023.4399999999
2010-01-06,RUB,-3450,20573.4399999999
2010-01-09,RUB,-1120,19453.4399999999
2010-01-10,RUB,-935,18518.4399999999
2010-01-11,RUB,-1993,16525.4399999999
2010-01-12,RUB,-570,15955.4399999999
2010-01-13,RUB,-370,15585.4399999999
2010-01-14,RUB,-431,15154.4399999999
2010-01-15,RUB,47457,62611.4399999999
2010-01-16,RUB,-6466,56145.4399999999
2010-01-18,RUB,-2020,54125.4399999999
2010-01-19,RUB,-1410,52715.4399999999
2010-01-20,RUB,-553.5,52161.9399999999
2010-01-21,RUB,-380,51781.9399999999
2010-01-22,RUB,-1440,50341.9399999999
2010-01-23,RUB,-1980,48361.9399999999
2010-01-24,RUB,-300,48061.9399999999
2010-01-25,RUB,-1147,46914.9399999999
2010-01-26,RUB,-9873,37041.9399999999
2010-01-27,RUB,-200,36841.9399999999
2010-01-28,RUB,-150,36691.9399999999
2010-01-29,RUB,42459,79150.9399999999
2010-01-31,RUB,-190,78960.9399999999
2010-02-01,RUB,8030,86990.9399999999
2010-02-02,RUB,-3175.4,83815.5399999999
2010-02-03,RUB,-6329,77486.5399999999
2010-02-04,RUB,-450,77036.5399999999
2010-02-05,RUB,-697,76339.5399999999
2010-02-06,RUB,-7443,68896.5399999999
2010-02-07,RUB,-10712.66,58183.8799999999
2010-02-08,RUB,-5290,52893.8799999999
2010-02-09,RUB,-300,52593.8799999999
2010-02-10,RUB,-610,51983.8799999999
2010-02-11,RUB,-1584.23,50399.6499999999
2010-02-12,RUB,-1215,49184.6499999999
2010-02-13,RUB,-5055.05,44129.5999999999
2010-02-14,EUR,673.01,4482.4400000000005
2010-02-14,RUB,-31863.95,12265.649999999896
2010-02-15,RUB,47550,59815.64999999989
2010-02-16,RUB,-3975,55840.64999999989
2010-02-17,RUB,-385,55455.64999999989
2010-02-18,RUB,-4347.21,51108.43999999989
2010-02-19,RUB,-5364,45744.43999999989
2010-02-21,RUB,-2700,43044.43999999989
2010-02-22,RUB,-2905,40139.43999999989
2010-02-24,RUB,-375,39764.43999999989
2010-02-25,RUB,-2095,37669.43999999989
2010-02-26,RUB,-565,37104.43999999989
2010-02-27,RUB,82191,119295.43999999989
2010-02-28,RUB,-9016,110279.43999999989
2010-03-01,RUB,4385,114664.43999999989
2010-03-02,RUB,-689,113975.43999999989
2010-03-03,RUB,-840,113135.43999999989
2010-03-04,RUB,-14079.26,99056.17999999989
2010-03-05,RUB,-540,98516.17999999989
2010-03-06,RUB,-9249,89267.17999999989
2010-03-07,RUB,-2571,86696.17999999989
2010-03-08,RUB,-4085,82611.17999999989
2010-03-09,RUB,-255,82356.17999999989
2010-03-10,RUB,-1508.39,80847.78999999989
2010-03-11,RUB,-643,80204.78999999989
2010-03-12,RUB,-4580,75624.78999999989
2010-03-13,RUB,-6987,68637.78999999989
2010-03-14,RUB,-28183.05,40454.73999999989
2010-03-15,RUB,42700,83154.73999999989
2010-03-16,RUB,-270,82884.73999999989
2010-03-17,RUB,-818,82066.73999999989
2010-03-18,RUB,-3512,78554.73999999989
2010-03-19,RUB,-1651.75,76902.98999999989
2010-03-20,RUB,-17310,59592.98999999989
2010-03-22,RUB,-150,59442.98999999989
2010-03-23,RUB,-180,59262.98999999989
2010-03-24,RUB,-537,58725.98999999989
2010-03-25,RUB,-522,58203.98999999989
2010-03-26,RUB,-2670.58,55533.40999999989
2010-03-27,RUB,-31400,24133.409999999887
2010-03-28,RUB,-2617,21516.409999999887
2010-03-29,RUB,-1175,20341.409999999887
2010-03-30,RUB,-1366.9,18974.509999999886
2010-03-31,RUB,-1320,17654.509999999886
2010-04-01,RUB,65947,83601.5099999999
2010-04-02,RUB,-1908,81693.5099999999
2010-04-03,RUB,-43168,38525.50999999989
2010-04-04,RUB,-6547,31978.509999999893
2010-04-05,RUB,-760,31218.509999999893
2010-04-06,RUB,-15043.55,16174.959999999894
2010-04-07,RUB,-5467,10707.959999999894
2010-04-08,RUB,-299,10408.959999999894
2010-04-09,RUB,-440,9968.959999999894
2010-04-10,RUB,2014.9,11983.859999999893
2010-04-11,RUB,-210,11773.859999999893
2010-04-12,RUB,-210,11563.859999999893
2010-04-13,RUB,-250,11313.859999999893
2010-04-14,RUB,-1717,9596.859999999893
2010-04-15,RUB,45807,55403.85999999989
2010-04-16,RUB,-697,54706.85999999989
2010-04-17,RUB,-9293.75,45413.10999999989
2010-04-18,RUB,-1787,43626.10999999989
2010-04-19,RUB,-9422,34204.10999999989
2010-04-20,RUB,-420,33784.10999999989
2010-04-21,RUB,-5134,28650.10999999989
2010-04-22,RUB,-390,28260.10999999989
2010-04-23,RUB,-2699.22,25560.88999999989
2010-04-24,RUB,-2600,22960.88999999989
2010-04-25,RUB,-2125,20835.88999999989
2010-04-26,RUB,-690,20145.88999999989
2010-04-27,RUB,15698,35843.88999999989
2010-04-28,RUB,-580,35263.88999999989
2010-04-29,RUB,-23352.81,11911.079999999889
2010-04-30,RUB,49493.79,61404.86999999989
2010-05-02,RUB,-6105,55299.86999999989
2010-05-03,EUR,357,4839.4400000000005
2010-05-03,RUB,-15271,40028.86999999989
2010-05-04,RUB,-2201,37827.86999999989
2010-05-05,RUB,-1012,36815.86999999989
2010-05-06,RUB,-1155.83,35660.03999999989
2010-05-07,USD,27.65,2142.6200000000003
2010-05-07,EUR,55.99,4895.43
2010-05-07,RUB,-5184,30476.03999999989
2010-05-08,RUB,-2524.31,27951.72999999989
2010-05-09,RUB,-1708,26243.72999999989
2010-05-10,RUB,-945,25298.72999999989
2010-05-11,RUB,-665,24633.72999999989
2010-05-12,RUB,-1406.33,23227.399999999892
2010-05-13,RUB,-1860,21367.399999999892
2010-05-14,RUB,9140,30507.399999999892
2010-05-15,RUB,-8130,22377.399999999892
2010-05-16,RUB,-3697.5,18679.899999999892
2010-05-17,RUB,37551,56230.89999999989
2010-05-18,RUB,-1380,54850.89999999989
2010-05-19,RUB,-138,54712.89999999989
2010-05-20,RUB,-695,54017.89999999989
2010-05-21,RUB,-5828,48189.89999999989
2010-05-22,RUB,-4343,43846.89999999989
2010-05-23,RUB,-1218.99,42627.909999999894
2010-05-24,RUB,-557,42070.909999999894
2010-05-25,RUB,-4610,37460.909999999894
2010-05-26,RUB,-650,36810.909999999894
2010-05-27,RUB,-455,36355.909999999894
2010-05-28,RUB,-1148,35207.909999999894
2010-05-29,RUB,-2982,32225.909999999894
2010-05-30,RUB,-510,31715.909999999894
2010-05-31,RUB,-2138.56,29577.349999999893
2010-06-01,RUB,54135,83712.34999999989
2010-06-02,RUB,-1415,82297.34999999989
2010-06-03,RUB,-3408,78889.34999999989
2010-06-04,RUB,-517,78372.34999999989
2010-06-05,RUB,-8329.9,70042.4499999999
2010-06-07,RUB,-577,69465.4499999999
2010-06-08,RUB,-7310,62155.449999999895
2010-06-09,RUB,-608,61547.449999999895
2010-06-10,RUB,-2360,59187.449999999895
2010-06-11,RUB,-10510,48677.449999999895
2010-06-12,RUB,-2106,46571.449999999895
2010-06-13,RUB,-160,46411.449999999895
2010-06-14,RUB,-1853.7,44557.7499999999
2010-06-15,EUR,11.85,4907.280000000001
2010-06-15,RUB,49820,94377.7499999999
2010-06-16,RUB,-9995,84382.7499999999
2010-06-17,RUB,-6586.61,77796.1399999999
2010-06-18,RUB,-1586.29,76209.8499999999
2010-06-19,RUB,-650,75559.8499999999
2010-06-20,RUB,-26040,49519.849999999904
2010-06-21,RUB,-1947,47572.849999999904
2010-06-22,RUB,-481,47091.849999999904
2010-06-23,RUB,-15983.18,31108.669999999904
2010-06-24,RUB,-7118,23990.669999999904
2010-06-26,RUB,-7259,16731.669999999904
2010-06-27,RUB,-1544.74,15186.929999999904
2010-06-28,RUB,1460,16646.929999999906
2010-06-29,RUB,-1610,15036.929999999906
2010-06-30,RUB,-190,14846.929999999906
2010-07-01,RUB,49443.11,64290.039999999906
2010-07-02,RUB,-569,63721.039999999906
2010-07-03,RUB,-10370.22,53350.819999999905
2010-07-04,RUB,-857,52493.819999999905
2010-07-05,RUB,-260,52233.819999999905
2010-07-06,RUB,-6155,46078.819999999905
2010-07-07,RUB,-3041.45,43037.36999999991
2010-07-08,RUB,-6883,36154.36999999991
2010-07-09,RUB,-7440,28714.369999999908
2010-07-10,RUB,-1340,27374.369999999908
2010-07-11,RUB,-1498,25876.369999999908
2010-07-12,RUB,-6670,19206.369999999908
2010-07-13,RUB,-2936,16270.369999999908
2010-07-14,RUB,11820,28090.369999999908
2010-07-15,RUB,79948.42,108038.7899999999
2010-07-16,RUB,-1180,106858.7899999999
2010-07-17,RUB,-5290,101568.7899999999
2010-07-18,RUB,-1450,100118.7899999999
2010-07-19,RUB,-6539,93579.7899999999
2010-07-20,RUB,-1000,92579.7899999999
2010-07-21,RUB,-1600,90979.7899999999
2010-07-22,RUB,-1690,89289.7899999999
2010-07-24,RUB,-500,88789.7899999999
2010-07-26,RUB,-2277,86512.7899999999
2010-07-27,RUB,-2860,83652.7899999999
2010-07-28,RUB,-4220,79432.7899999999
2010-07-29,RUB,-3330,76102.7899999999
2010-07-30,RUB,15420.64,91523.4299999999
2010-07-31,RUB,-1621,89902.4299999999
2010-08-01,RUB,-21660.58,68241.8499999999
2010-08-02,RUB,-288,67953.8499999999
2010-08-03,RUB,-230,67723.8499999999
2010-08-04,RUB,-210,67513.8499999999
2010-08-05,RUB,-464,67049.8499999999
2010-08-06,RUB,-7554.26,59495.5899999999
2010-08-07,RUB,-22528.75,36966.8399999999
2010-08-08,RUB,1218.75,38185.5899999999
2010-08-09,RUB,-430,37755.5899999999
2010-08-10,RUB,-1714.52,36041.069999999905
2010-08-11,RUB,-440,35601.069999999905
2010-08-12,RUB,-685,34916.069999999905
2010-08-13,RUB,44320,79236.0699999999
2010-08-15,RUB,-1542,77694.0699999999
2010-08-16,RUB,-2438.78,75255.2899999999
2010-08-17,RUB,-1510,73745.2899999999
2010-08-18,RUB,1730,75475.2899999999
2010-08-19,RUB,-2323,73152.2899999999
2010-08-20,RUB,-2180,70972.2899999999
2010-08-21,RUB,-1292.12,69680.16999999991
2010-08-22,RUB,-9814.6,59865.56999999991
2010-08-23,RUB,-11000,48865.56999999991
2010-08-25,RUB,2700,51565.56999999991
2010-08-26,RUB,-2387,49178.56999999991
2010-08-27,RUB,-5697,43481.56999999991
2010-08-28,USD,12.82,2155.4400000000005
2010-08-28,EUR,30.46,4937.740000000001
2010-08-28,RUB,-1460,42021.56999999991
2010-08-29,RUB,-736,41285.56999999991
2010-08-30,RUB,-1178,40107.56999999991
2010-08-31,RUB,43173.17,83280.7399999999
2010-09-01,RUB,9014.7,92295.4399999999
2010-09-02,RUB,-2150,90145.4399999999
2010-09-03,RUB,-2631,87514.4399999999
2010-09-04,RUB,-970,86544.4399999999
2010-09-05,RUB,-521,86023.4399999999
2010-09-06,RUB,-25,85998.4399999999
2010-09-07,USD,1240,3395.4400000000005
2010-09-07,RUB,-1494,84504.4399999999
2010-09-08,RUB,-550,83954.4399999999
2010-09-09,RUB,-750,83204.4399999999
2010-09-10,RUB,-1685,81519.4399999999
2010-09-11,RUB,-825.6,80693.8399999999
2010-09-12,RUB,-2790,77903.8399999999
2010-09-13,RUB,-1575,76328.8399999999
2010-09-14,RUB,-1480.27,74848.56999999989
2010-09-15,USD,-830,2565.4400000000005
2010-09-15,RUB,6945,81793.56999999989
2010-09-16,RUB,-6075,75718.56999999989
2010-09-17,RUB,-505,75213.56999999989
2010-09-18,RUB,-9157,66056.56999999989
2010-09-19,RUB,-400,65656.56999999989
2010-09-20,RUB,-2934.79,62721.77999999989
2010-09-21,RUB,-220,62501.77999999989
2010-09-22,RUB,-100,62401.77999999989
2010-09-23,RUB,-3203,59198.77999999989
2010-09-24,RUB,-1220,57978.77999999989
2010-09-25,RUB,-4977.92,53000.85999999989
